id,Day,Month,Year,Tminimum,Tmaximum,Tmean,RHmean,WS,ET,ET_M1,D_M1,ET_M2,D_M2,ET_M3,D_M3,ET_M4,D_M4,ET_M5,D_M5
4883,14        ,5         ,2013      ,34.8,42.0,27.0,21,2.64,9.3,9.76,0.46,10.07,0.77,5.49,3.81,9.19,0.11,12.18,2.88
4884,15        ,5         ,2013      ,35.2,42.9,26.8,19,1.93,8.3,6.51,1.79,7.83,0.47,7.31,0.99,7.33,0.97,7.44,0.86
4885,16        ,5         ,2013      ,35.9,43.8,28.6,16,1.88,8.2,8.03,0.17,7.56,0.64,11.84,3.64,8.73,0.53,10.22,2.02
4886,17        ,5         ,2013      ,37.2,45.6,27.6,12,1.88,8.7,10.2,1.5,8.45,0.25,6.81,1.89,7.79,0.91,2.71,5.99
4887,18        ,5         ,2013      ,37.6,46.6,27.8,13,2.84,10.9,9.01,1.89,11.75,0.85,13.97,3.07,11.37,0.47,9.14,1.76
4888,19        ,5         ,2013      ,36.8,45.2,28.8,12,4.95,14.3,13.29,1.01,14.51,0.21,12.58,1.72,14.27,0.03,20.03,5.73
4889,20        ,5         ,2013      ,36.4,45.5,28.1,14,4.55,13.7,15.3,1.6,12.89,0.81,14.07,0.37,12.8,0.9,9.99,3.71
4890,21        ,5         ,2013      ,37.1,46.5,27.8,14,4.12,13.3,12.58,0.72,13.8,0.5,10.28,3.02,12.02,1.28,14.98,1.68
4891,22        ,5         ,2013      ,37.1,45.4,28.2,14,4.3,13.2,14.51,1.31,13.0,0.2,13.39,0.19,13.91,0.71,9.75,3.45
4892,23        ,5         ,2013      ,37.6,46.8,28.2,15,3.5,12.2,11.56,0.64,12.58,0.38,9.36,2.84,11.11,1.09,13.62,1.42
4893,24        ,5         ,2013      ,38.5,46.5,29.9,17,5.16,14.7,16.66,1.96,14.63,0.07,16.19,1.49,15.35,0.65,9.3,5.4
4894,25        ,5         ,2013      ,38.0,45.0,31.4,23,6.25,15.0,14.65,0.35,15.34,0.34,14.86,0.14,14.79,0.21,18.37,3.37
4895,26        ,5         ,2013      ,37.0,43.0,30.4,29,5.63,13.0,11.52,1.48,12.97,0.03,11.68,1.32,11.92,1.08,7.86,5.14
4896,27        ,5         ,2013      ,36.4,43.6,28.8,15,4.36,12.7,12.76,0.06,13.33,0.63,16.67,3.97,12.86,0.16,15.21,2.51
4897,28        ,5         ,2013      ,35.7,43.4,27.8,16,3.09,10.5,9.31,1.19,10.17,0.33,7.88,2.62,9.48,1.02,10.01,0.49
4898,29        ,5         ,2013      ,36.0,43.9,27.4,18,2.89,10.3,8.72,1.58,9.71,0.59,11.57,1.27,10.88,0.58,11.95,1.65
4899,30        ,5         ,2013      ,35.7,43.3,27.4,13,2.33,9.2,8.57,0.63,9.49,0.29,7.15,2.05,9.06,0.14,3.57,5.63
4900,31        ,5         ,2013      ,37.4,45.8,28.1,14,3.12,11.2,10.79,0.41,10.32,0.88,11.9,0.7,10.68,0.52,12.59,1.39
4901,1         ,6         ,2013      ,37.7,44.8,29.4,20,3.48,11.3,10.97,0.33,11.46,0.16,9.43,1.87,11.39,0.09,5.93,5.37
4902,2         ,6         ,2013      ,38.0,45.2,30.0,19,2.81,10.2,8.82,1.38,9.54,0.66,9.68,0.52,9.25,0.95,13.54,3.34
4903,3         ,6         ,2013      ,38.7,45.7,31.4,19,3.29,11.1,9.53,1.57,11.07,0.03,14.27,3.17,11.61,0.51,6.59,4.51
4904,4         ,6         ,2013      ,38.7,45.9,31.4,18,1.87,8.5,7.81,0.69,7.97,0.53,6.68,1.82,7.61,0.89,10.98,2.48
4905,5         ,6         ,2013      ,39.6,46.6,32.2,20,3.7,11.9,12.98,1.08,11.67,0.23,14.9,3.0,12.35,0.45,11.44,0.46
4906,6         ,6         ,2013      ,39.9,46.8,33.0,22,4.38,12.9,12.5,0.4,13.39,0.49,11.25,1.65,12.89,0.01,17.33,4.43
4907,7         ,6         ,2013      ,39.2,46.2,31.9,21,2.8,10.2,9.41,0.79,10.01,0.19,10.5,0.3,11.07,0.87,10.4,0.2
4908,8         ,6         ,2013      ,39.4,45.5,32.3,25,3.74,11.4,13.32,1.92,12.19,0.79,8.45,2.95,12.66,1.26,7.83,3.57
4909,9         ,6         ,2013      ,39.7,45.7,33.3,26,4.87,13.0,12.5,0.5,12.52,0.48,12.88,0.12,13.69,0.69,7.67,5.33
4910,10        ,6         ,2013      ,39.0,44.6,32.8,32,5.02,12.3,10.67,1.63,11.55,0.75,15.07,2.77,12.05,0.25,15.61,3.31
4911,11        ,6         ,2013      ,35.4,43.5,27.6,49,5.97,11.6,12.55,0.95,12.04,0.44,10.17,1.43,10.97,0.63,12.29,0.69
4912,12        ,6         ,2013      ,32.8,37.0,27.7,58,2.2,6.0,4.66,1.34,5.86,0.14,6.08,0.08,6.19,0.19,8.45,2.45
4913,13        ,6         ,2013      ,33.0,36.4,29.8,59,2.54,5.7,6.37,0.67,6.44,0.74,6.95,1.25,4.65,1.05,5.28,0.42
4914,14        ,6         ,2013      ,34.1,39.8,28.1,52,2.02,6.8,7.86,1.06,6.81,0.01,10.3,3.5,7.42,0.62,5.21,1.59
4915,15        ,6         ,2013      ,32.6,36.9,28.8,52,3.2,6.9,6.52,0.38,6.29,0.61,4.75,2.15,7.9,1.0,12.46,5.56
4916,16        ,6         ,2013      ,32.1,37.1,27.1,59,2.83,6.5,7.27,0.77,5.63,0.87,9.83,3.33,5.94,0.56,0.97,5.53
4917,17        ,6         ,2013      ,32.9,37.9,27.3,48,1.87,6.4,6.31,0.09,6.97,0.57,8.38,1.98,6.52,0.12,6.31,0.09
4918,18        ,6         ,2013      ,34.1,40.0,28.4,41,1.83,6.9,7.38,0.48,6.63,0.27,6.27,0.63,5.92,0.98,10.97,4.07
4919,19        ,6         ,2013      ,34.4,40.1,27.1,39,2.0,7.4,5.79,1.61,8.26,0.86,10.68,3.28,7.46,0.06,12.63,5.23
4920,20        ,6         ,2013      ,36.8,44.0,29.6,33,3.85,10.9,10.71,0.19,11.13,0.23,10.45,0.45,9.98,0.92,7.7,3.2
4921,21        ,6         ,2013      ,37.3,44.1,29.7,28,5.55,13.4,12.08,1.32,12.58,0.82,16.5,3.1,13.89,0.49,17.77,4.37
4922,22        ,6         ,2013      ,37.2,43.9,30.6,31,5.52,12.9,11.19,1.71,13.42,0.52,11.15,1.75,12.85,0.05,18.43,5.53
4923,23        ,6         ,2013      ,37.6,43.8,31.4,30,5.08,12.4,13.23,0.83,12.18,0.22,12.81,0.41,11.97,0.43,8.89,3.51
4924,24        ,6         ,2013      ,37.7,44.0,32.0,30,4.82,12.1,10.88,1.22,11.62,0.48,13.68,1.58,13.39,1.29,12.98,0.88
4925,25        ,6         ,2013      ,38.3,44.5,31.2,31,3.45,10.4,10.67,0.27,10.58,0.18,10.17,0.23,9.55,0.85,7.76,2.64
4926,26        ,6         ,2013      ,39.4,44.9,33.9,31,4.96,12.3,10.7,1.6,11.62,0.68,15.18,2.88,12.71,0.41,12.92,0.62
4927,27        ,6         ,2013      ,38.0,43.1,32.5,35,5.98,12.6,14.58,1.98,12.55,0.05,8.94,3.66,13.4,0.8,14.38,1.78
4928,28        ,6         ,2013      ,38.3,43.3,33.1,37,5.41,11.8,10.49,1.31,12.44,0.64,14.11,2.31,11.44,0.36,6.04,5.76
4929,29        ,6         ,2013      ,37.8,42.5,33.3,36,5.12,11.3,9.6,1.7,10.48,0.82,10.34,0.96,12.52,1.22,14.44,3.14
4930,30        ,6         ,2013      ,37.5,42.4,33.0,37,3.43,9.2,8.18,1.02,9.71,0.51,11.33,2.13,8.42,0.78,4.9,4.3
4931,1         ,7         ,2013      ,38.1,43.3,32.6,34,2.66,8.7,8.55,0.15,8.49,0.21,7.92,0.78,7.54,1.16,3.24,5.46
4932,2         ,7         ,2013      ,38.8,44.3,33.0,29,2.64,9.1,9.63,0.53,9.91,0.81,5.67,3.43,9.82,0.72,12.54,3.44
4933,3         ,7         ,2013      ,38.6,43.8,32.5,28,1.34,6.8,7.72,0.92,6.63,0.17,8.88,2.08,6.52,0.28,5.39,1.41
4934,4         ,7         ,2013      ,38.1,42.7,32.8,33,2.43,8.2,7.95,0.25,8.97,0.77,11.06,2.86,9.35,1.15,13.59,5.39
4935,5         ,7         ,2013      ,38.3,42.6,33.9,35,2.19,7.6,8.24,0.64,8.06,0.46,6.09,1.51,7.37,0.23,8.75,1.15
4936,6         ,7         ,2013      ,38.3,42.4,33.9,35,3.41,9.2,7.24,1.96,9.04,0.16,9.36,0.16,8.11,1.09,4.07,5.13
4937,7         ,7         ,2013      ,36.0,40.3,31.4,49,4.45,8.9,10.19,1.29,9.32,0.42,10.24,1.34,9.55,0.65,12.0,3.1
4938,8         ,7         ,2013      ,35.4,40.4,29.9,50,4.93,9.4,11.07,1.67,9.28,0.12,5.41,3.99,9.19,0.21,13.67,4.27
4939,9         ,7         ,2013      ,36.1,41.8,30.4,43,5.18,10.7,9.9,0.8,11.42,0.72,13.34,2.64,10.11,0.59,8.46,2.24
4940,10        ,7         ,2013      ,36.2,40.8,31.5,41,3.47,8.7,10.09,1.39,8.29,0.41,7.41,1.29,8.54,0.16,8.48,0.22
4941,11        ,7         ,2013      ,36.6,41.3,30.6,37,1.57,6.7,5.99,0.71,7.29,0.59,4.24,2.46,7.72,1.02,8.68,1.98
4942,12        ,7         ,2013      ,37.0,41.8,31.7,36,2.11,7.5,5.66,1.84,7.22,0.28,8.61,1.11,6.92,0.58,1.54,5.96
4943,13        ,7         ,2013      ,37.0,42.7,31.4,39,2.86,8.6,8.82,0.22,8.14,0.46,4.84,3.76,9.56,0.96,12.53,3.93
4944,14        ,7         ,2013      ,37.5,42.9,31.5,38,2.62,8.4,6.85,1.55,8.56,0.16,10.81,2.41,7.88,0.52,6.49,1.91
4945,15        ,7         ,2013      ,38.7,43.7,33.1,35,4.02,10.4,12.34,1.94,9.65,0.75,6.81,3.59,10.32,0.08,13.47,3.07
4946,16        ,7         ,2013      ,37.4,41.9,33.9,41,3.2,8.4,7.14,1.26,8.43,0.03,6.56,1.84,9.34,0.94,7.35,1.05
4947,17        ,7         ,2013      ,38.4,43.6,32.7,37,3.09,9.1,7.45,1.65,8.48,0.62,6.08,3.02,9.07,0.03,14.12,5.02
4948,18        ,7         ,2013      ,38.7,43.7,33.6,34,4.7,11.3,12.28,0.98,10.5,0.8,12.97,1.67,12.19,0.89,12.08,0.78
4949,19        ,7         ,2013      ,37.9,43.0,33.0,37,5.89,12.1,10.74,1.36,11.61,0.49,11.78,0.32,11.65,0.45,7.94,4.16
4950,20        ,7         ,2013      ,36.5,41.5,32.2,41,4.23,9.6,10.29,0.69,8.93,0.67,12.57,2.97,9.59,0.01,14.92,5.32
4951,21        ,7         ,2013      ,34.3,38.7,30.9,52,2.93,6.9,6.89,0.01,7.17,0.27,6.76,0.14,7.29,0.39,3.6,3.3
4952,22        ,7         ,2013      ,35.3,41.1,29.2,50,3.04,8.0,7.6,0.4,7.46,0.54,5.21,2.79,6.75,1.25,9.27,1.27
4953,23        ,7         ,2013      ,36.7,42.9,30.4,44,2.7,8.3,10.03,1.73,8.07,0.23,9.74,1.44,9.12,0.82,10.74,2.44
4954,24        ,7         ,2013      ,37.1,42.0,31.0,41,2.55,8.0,6.95,1.05,8.74,0.74,7.91,0.09,7.62,0.38,4.4,3.6
4955,25        ,7         ,2013      ,37.0,42.3,32.3,43,2.7,8.0,9.44,1.44,8.11,0.11,7.13,0.87,7.24,0.76,9.58,1.58
4956,26        ,7         ,2013      ,32.0,34.8,29.6,70,2.5,4.6,3.83,0.77,3.9,0.7,8.12,3.52,4.92,0.32,-0.95,5.55
4957,27        ,7         ,2013      ,31.6,35.0,28.7,69,2.0,4.7,4.79,0.09,5.58,0.88,2.53,2.17,3.52,1.18,1.17,3.53
4958,28        ,7         ,2013      ,33.5,38.3,28.9,60,2.07,6.0,6.48,0.48,5.43,0.57,2.65,3.35,6.74,0.74,11.29,5.29
4959,29        ,7         ,2013      ,33.9,38.0,29.9,55,3.31,6.9,5.1,1.8,7.08,0.18,8.9,2.0,5.78,1.12,3.63,3.27
4960,30        ,7         ,2013      ,34.0,39.7,28.9,55,3.55,7.7,7.31,0.39,8.14,0.44,7.05,0.65,7.01,0.69,3.27,4.43
4961,31        ,7         ,2013      ,33.8,39.2,29.5,54,3.88,7.8,9.52,1.72,7.66,0.14,11.1,3.3,8.05,0.25,9.61,1.81
4962,1         ,8         ,2013      ,32.6,37.7,28.4,61,3.28,6.6,5.76,0.84,6.91,0.31,6.53,0.07,7.1,0.5,0.819999999999999,5.78
4963,2         ,8         ,2013      ,30.5,33.8,27.7,72,2.88,4.7,6.13,1.43,3.88,0.82,7.42,2.72,4.64,0.06,5.64,0.94
4964,3         ,8         ,2013      ,32.7,38.1,27.2,60,3.09,6.8,7.35,0.55,6.9,0.1,2.9,3.9,5.75,1.05,1.88,4.92
4965,4         ,8         ,2013      ,33.7,38.4,27.8,55,1.63,5.9,4.96,0.94,5.21,0.69,3.35,2.55,6.51,0.61,5.22,0.68
4966,5         ,8         ,2013      ,34.5,39.1,29.9,51,2.7,6.9,8.03,1.13,6.51,0.39,8.1,1.2,6.72,0.18,2.24,4.66
4967,6         ,8         ,2013      ,33.6,38.9,29.7,50,3.47,7.6,7.78,0.18,7.04,0.56,9.57,1.97,7.04,0.56,10.23,2.63
4968,7         ,8         ,2013      ,34.2,39.8,28.8,48,2.85,7.6,7.43,0.17,7.56,0.04,6.98,0.62,6.31,1.29,6.99,0.61
4969,8         ,8         ,2013      ,34.5,40.2,29.2,49,3.76,8.4,7.84,0.56,8.87,0.47,9.8,1.4,8.03,0.37,10.77,2.37
4970,9         ,8         ,2013      ,34.8,39.8,29.6,48,3.93,8.4,10.28,1.88,8.74,0.34,8.35,0.05,9.63,1.23,2.65,5.75
4971,10        ,8         ,2013      ,32.4,35.6,29.9,56,1.73,4.9,4.63,0.27,4.87,0.03,7.2,2.3,4.11,0.79,8.62,3.72
4972,11        ,8         ,2013      ,29.8,32.5,27.4,68,2.14,4.3,5.89,1.59,4.42,0.12,7.78,3.48,4.65,0.35,-1.19,5.49
4973,12        ,8         ,2013      ,31.8,36.7,26.8,65,1.33,5.1,3.32,1.78,4.81,0.29,2.97,2.13,4.36,0.74,7.96,2.86
4974,13        ,8         ,2013      ,32.3,36.1,28.9,62,1.8,5.0,3.03,1.97,4.2,0.8,5.78,0.78,5.3,0.3,0.37,4.63
4975,14        ,8         ,2013      ,31.3,35.4,27.3,64,2.1,5.2,4.11,1.09,5.27,0.07,1.77,3.43,6.36,1.16,3.2,2.0
4976,15        ,8         ,2013      ,30.9,34.9,27.1,66,1.17,4.5,4.85,0.35,3.83,0.67,4.7,0.2,3.78,0.72,10.48,5.98
4977,16        ,8         ,2013      ,29.6,32.0,27.1,74,0.8,3.3,2.97,0.33,2.45,0.85,0.45,2.85,4.4,1.1,5.04,1.74
4978,17        ,8         ,2013      ,31.4,36.3,26.8,65,1.35,5.0,6.18,1.18,5.54,0.54,1.37,3.63,4.34,0.66,-0.72,5.72
4979,18        ,8         ,2013      ,33.0,38.5,27.3,56,2.07,6.2,5.77,0.43,5.48,0.72,8.48,2.28,6.43,0.23,9.89,3.69
4980,19        ,8         ,2013      ,33.7,40.3,27.5,48,2.69,7.6,6.04,1.56,8.01,0.41,6.67,0.93,6.51,1.09,5.93,1.67
4981,20        ,8         ,2013      ,33.5,40.0,26.7,44,2.05,7.0,5.25,1.75,6.89,0.11,4.9,2.1,6.83,0.17,3.57,3.43
4982,21        ,8         ,2013      ,33.9,40.9,27.1,43,2.27,7.5,7.83,0.33,7.22,0.28,8.26,0.76,8.53,1.03,8.31,0.81
4983,22        ,8         ,2013      ,33.1,39.1,27.1,50,2.79,7.3,5.84,1.46,8.18,0.88,3.89,3.41,6.71,0.59,5.33,1.97
4984,23        ,8         ,2013      ,34.0,40.1,27.5,49,0.98,5.6,3.75,1.85,5.45,0.15,5.78,0.18,5.75,0.15,11.55,5.95
4985,24        ,8         ,2013      ,34.1,40.1,27.5,49,1.19,5.8,6.97,1.17,6.55,0.75,2.97,2.83,5.26,0.54,1.88,3.92
4986,25        ,8         ,2013      ,34.1,39.8,28.3,49,2.04,6.6,5.04,1.56,6.15,0.45,2.99,3.61,6.5,0.1,11.68,5.08
4987,26        ,8         ,2013      ,35.0,41.5,28.6,43,3.91,9.3,10.19,0.89,8.59,0.71,11.56,2.26,10.26,0.96,9.55,0.25
4988,27        ,8         ,2013      ,33.8,40.3,27.9,45,4.73,9.6,9.39,0.21,10.01,0.41,6.57,3.03,9.08,0.52,5.38,4.22
4989,28        ,8         ,2013      ,32.9,39.2,27.1,46,3.8,8.4,7.8,0.6,8.3,0.1,10.08,1.68,9.3,0.9,10.6,2.2
4990,29        ,8         ,2013      ,33.1,39.2,27.2,47,3.14,7.7,9.62,1.92,8.4,0.7,7.37,0.33,7.24,0.46,7.53,0.17
4991,30        ,8         ,2013      ,33.2,38.9,27.3,44,3.43,8.1,7.79,0.31,8.16,0.06,5.12,2.98,8.08,0.02,6.16,1.94
4992,31        ,8         ,2013      ,33.7,39.4,28.4,43,3.62,8.3,9.94,1.64,7.64,0.66,8.14,0.16,9.19,0.89,14.21,5.91
4993,1         ,9         ,2013      ,33.1,39.1,27.8,43,3.95,8.6,8.62,0.02,8.96,0.36,11.01,2.41,7.33,1.27,9.68,1.08
4994,2         ,9         ,2013      ,33.0,39.6,26.8,41,4.05,9.1,7.75,1.35,9.05,0.05,8.04,1.06,9.93,0.83,4.05,5.05
4995,3         ,9         ,2013      ,33.3,40.3,27.0,39,3.91,9.2,9.87,0.67,9.52,0.32,11.44,2.24,8.81,0.39,14.22,5.02
4996,4         ,9         ,2013      ,32.7,39.6,26.4,40,3.97,9.1,8.04,1.06,9.09,0.01,8.21,0.89,8.46,0.64,8.92,0.18
4997,5         ,9         ,2013      ,32.6,40.2,25.7,38,4.41,9.9,10.29,0.39,9.38,0.52,6.36,3.54,9.7,0.2,14.05,4.15
4998,6         ,9         ,2013      ,31.9,39.7,25.4,37,4.18,9.6,10.38,0.78,8.81,0.79,11.79,2.19,10.67,1.07,7.47,2.13
4999,7         ,9         ,2013      ,32.2,39.4,25.6,39,3.76,8.9,7.0,1.9,9.38,0.48,5.94,2.96,8.27,0.63,5.01,3.89
5000,8         ,9         ,2013      ,32.9,39.4,26.9,41,3.56,8.4,9.63,1.23,8.22,0.18,10.01,1.61,9.41,1.01,10.27,1.87
5001,9         ,9         ,2013      ,33.1,39.3,26.7,40,3.07,7.9,6.29,1.61,8.67,0.77,10.69,2.79,7.33,0.57,2.06,5.84
5002,10        ,9         ,2013      ,33.5,40.3,26.7,34,3.56,9.1,10.04,0.94,9.24,0.14,7.66,1.44,8.97,0.13,8.09,1.01
5003,11        ,9         ,2013      ,33.6,40.8,26.9,32,3.03,8.6,9.93,1.33,7.86,0.74,12.29,3.69,9.59,0.99,13.58,4.98
5004,12        ,9         ,2013      ,34.2,41.3,27.0,30,2.19,7.6,5.89,1.71,8.03,0.43,6.74,0.86,7.53,0.07,4.64,2.96
5005,13        ,9         ,2013      ,34.7,41.1,28.8,26,1.11,5.6,6.64,1.04,5.47,0.13,2.08,3.52,6.54,0.94,6.53,0.93
5006,14        ,9         ,2013      ,34.0,41.3,26.8,27,2.07,7.5,7.14,0.36,7.11,0.39,9.67,2.17,7.0,0.5,10.2,2.7
5007,15        ,9         ,2013      ,34.5,42.5,26.9,27,2.44,8.3,7.55,0.75,8.39,0.09,7.48,0.82,8.24,0.06,8.37,0.07
5008,16        ,9         ,2013      ,33.2,39.6,26.4,33,1.55,6.2,6.94,0.74,5.51,0.69,8.19,1.99,6.64,0.44,7.44,1.24
5009,17        ,9         ,2013      ,33.0,39.8,26.0,35,1.5,6.1,4.97,1.13,6.48,0.38,5.46,0.64,6.1,0.0,0.89,5.21
5010,18        ,9         ,2013      ,33.5,40.5,26.0,30,1.32,6.0,6.45,0.45,5.35,0.65,2.71,3.29,6.86,0.86,9.19,3.19
5011,19        ,9         ,2013      ,33.3,40.6,25.8,27,1.43,6.2,7.04,0.84,6.54,0.34,8.14,1.94,5.78,0.42,11.15,4.95
5012,20        ,9         ,2013      ,33.0,41.0,25.4,25,1.68,6.8,8.77,1.97,6.76,0.04,3.68,3.12,7.61,0.81,3.87,2.93
5013,21        ,9         ,2013      ,32.2,39.6,25.7,50,3.3,7.6,7.25,0.35,8.24,0.64,6.23,1.37,7.23,0.37,8.5,0.9
5014,22        ,9         ,2013      ,32.0,38.2,25.6,56,2.88,6.5,7.04,0.54,5.6,0.9,8.64,2.14,7.73,1.23,4.43,2.07
5015,23        ,9         ,2013      ,32.8,38.3,27.4,52,2.41,6.2,4.33,1.87,5.6,0.6,5.41,0.79,5.41,0.79,6.24,0.04
5016,24        ,9         ,2013      ,33.5,39.6,27.8,47,2.3,6.5,6.25,0.25,6.79,0.29,9.94,3.44,5.33,1.17,7.7,1.2
5017,25        ,9         ,2013      ,33.3,39.7,27.1,47,2.73,7.0,8.38,1.38,6.11,0.89,7.22,0.22,6.4,0.6,1.82,5.18
5018,26        ,9         ,2013      ,32.8,38.0,27.4,49,2.61,6.4,4.43,1.97,6.65,0.25,3.53,2.87,5.41,0.99,6.74,0.34
5019,27        ,9         ,2013      ,31.4,36.4,27.1,55,2.6,5.7,4.41,1.29,4.85,0.85,5.65,0.05,6.25,0.55,1.38,4.32
5020,28        ,9         ,2013      ,31.7,36.8,26.8,51,1.88,5.4,4.98,0.42,4.85,0.55,3.1,2.3,5.29,0.11,7.69,2.29
5021,29        ,9         ,2013      ,32.1,38.6,26.0,47,1.59,5.6,6.61,1.01,5.84,0.24,6.55,0.95,6.57,0.97,5.33,0.27
5022,30        ,9         ,2013      ,31.4,38.0,25.8,48,2.15,6.0,6.13,0.13,5.49,0.51,4.28,1.72,5.95,0.05,4.57,1.43
5023,1         ,10        ,2013      ,31.8,37.9,26.2,48,2.25,6.1,6.82,0.72,6.3,0.2,6.47,0.37,5.19,0.91,0.69,5.41
5024,2         ,10        ,2013      ,31.6,37.5,26.2,50,2.57,6.2,8.04,1.84,5.4,0.8,7.35,1.15,6.68,0.48,9.58,3.38
5025,3         ,10        ,2013      ,31.6,37.6,26.2,50,2.34,6.0,4.83,1.17,5.5,0.5,2.2,3.8,5.96,0.04,0.85,5.15
5026,4         ,10        ,2013      ,30.8,36.7,25.2,49,2.33,5.9,7.66,1.76,6.66,0.76,8.35,2.45,6.32,0.42,8.42,2.52
5027,5         ,10        ,2013      ,31.5,38.0,25.1,43,0.98,4.7,5.58,0.88,4.24,0.46,8.32,3.62,3.42,1.28,0.41,4.29
5028,6         ,10        ,2013      ,32.1,39.0,25.1,40,1.17,5.1,6.57,1.47,5.25,0.15,6.98,1.88,5.94,0.84,6.76,1.66
5029,7         ,10        ,2013      ,32.6,39.3,26.3,41,1.41,5.4,4.61,0.79,4.65,0.75,2.35,3.05,5.0,0.4,-0.239999999999999,5.64
5030,8         ,10        ,2013      ,32.4,38.9,26.6,43,2.18,6.2,4.28,1.92,6.31,0.11,7.9,1.7,5.42,0.78,4.8,1.4
5031,9         ,10        ,2013      ,31.5,36.0,26.8,49,1.85,5.0,4.49,0.51,4.29,0.71,1.05,3.95,5.35,0.35,-0.38,5.38
5032,10        ,10        ,2013      ,31.9,38.1,26.1,46,1.83,5.6,7.43,1.83,5.19,0.41,6.73,1.13,4.39,1.21,8.95,3.35
5033,11        ,10        ,2013      ,31.7,38.0,26.1,47,2.12,5.8,6.02,0.22,5.9,0.1,2.02,3.78,6.57,0.77,1.28,4.52
5034,12        ,10        ,2013      ,29.4,35.0,24.1,53,2.41,5.4,4.05,1.35,5.03,0.37,7.83,2.43,6.55,1.15,7.89,2.49
5035,13        ,10        ,2013      ,29.3,35.6,24.1,47,1.67,5.0,5.67,0.67,5.06,0.06,8.2,3.2,4.29,0.71,4.53,0.47
5036,14        ,10        ,2013      ,30.1,36.7,24.1,40,1.26,4.8,5.86,1.06,4.14,0.66,6.65,1.85,5.07,0.27,7.03,2.23
5037,15        ,10        ,2013      ,30.4,37.8,23.2,31,1.86,6.0,5.62,0.38,6.36,0.36,5.5,0.5,4.86,1.14,5.79,0.21
5038,16        ,10        ,2013      ,29.7,37.5,22.6,28,2.19,6.5,7.27,0.77,7.12,0.62,8.18,1.68,6.28,0.22,2.32,4.18
5039,17        ,10        ,2013      ,30.3,37.9,22.3,25,1.91,6.2,5.24,0.96,5.88,0.32,5.87,0.33,7.28,1.08,8.36,2.16
5040,18        ,10        ,2013      ,30.4,37.5,23.9,24,0.85,4.2,5.55,1.35,4.21,0.01,7.18,2.98,3.56,0.64,8.12,3.92
5041,19        ,10        ,2013      ,29.6,36.5,24.0,23,1.19,4.7,3.36,1.34,4.09,0.61,3.07,1.63,4.9,0.2,3.4,1.3
5042,20        ,10        ,2013      ,29.5,36.6,22.1,17,0.93,4.3,2.98,1.32,3.43,0.87,1.49,2.81,3.72,0.58,9.57,5.27
5043,21        ,10        ,2013      ,28.2,36.4,18.7,18,1.31,5.1,5.67,0.57,4.62,0.48,4.04,1.06,4.96,0.14,4.07,1.03
5044,22        ,10        ,2013      ,28.3,36.1,20.3,15,1.25,4.8,6.5,1.7,5.54,0.74,1.09,3.71,5.81,1.01,9.21,4.41
5045,23        ,10        ,2013      ,28.1,35.3,21.1,15,0.95,4.1,3.81,0.29,3.66,0.44,4.98,0.88,3.53,0.57,3.93,0.17
5046,24        ,10        ,2013      ,26.5,35.3,18.4,22,1.38,5.0,6.41,1.41,5.14,0.14,1.47,3.53,4.05,0.95,0.85,4.15
5047,25        ,10        ,2013      ,26.7,34.0,18.3,25,0.86,3.9,5.7,1.8,4.63,0.73,6.08,2.18,3.39,0.51,6.02,2.12
5048,26        ,10        ,2013      ,26.4,34.1,17.9,27,1.34,4.7,3.58,1.12,4.6,0.1,3.87,0.83,4.77,0.07,4.6,0.1
5049,27        ,10        ,2013      ,26.2,34.1,18.4,23,1.77,5.4,5.85,0.45,6.09,0.69,7.41,2.01,5.08,0.32,3.54,1.86
5050,28        ,10        ,2013      ,26.4,34.0,19.5,15,1.36,4.7,3.86,0.84,4.31,0.39,4.04,0.66,5.89,1.19,-1.14,5.84
5051,29        ,10        ,2013      ,25.8,34.8,16.8,20,1.9,5.7,5.86,0.16,5.79,0.09,2.39,3.31,4.95,0.75,9.51,3.81
5052,30        ,10        ,2013      ,27.0,34.6,20.4,20,1.2,4.4,4.95,0.55,4.75,0.35,4.31,0.09,4.71,0.31,-0.58,4.98
5053,31        ,10        ,2013      ,25.8,33.4,20.6,23,1.2,4.2,2.52,1.68,4.15,0.05,6.94,2.74,3.51,0.69,7.15,2.95
5054,1         ,11        ,2013      ,23.0,31.2,16.6,31,1.72,4.7,4.96,0.26,5.34,0.64,3.31,1.39,4.45,0.25,8.82,4.12
5055,2         ,11        ,2013      ,23.3,31.6,15.8,26,1.46,4.5,2.91,1.59,4.16,0.34,1.94,2.56,5.61,1.11,5.99,1.49
5056,3         ,11        ,2013      ,23.6,31.5,16.6,20,1.34,4.3,6.28,1.98,3.69,0.61,5.51,1.21,3.63,0.67,-1.17,5.47
5057,4         ,11        ,2013      ,23.4,31.1,16.2,20,1.27,4.2,5.3,1.1,3.99,0.21,0.34,3.86,5.26,1.06,4.83,0.63
5058,5         ,11        ,2013      ,23.4,31.0,17.2,27,1.79,4.8,4.37,0.43,5.1,0.3,7.31,2.51,4.18,0.62,0.19,4.61
5059,6         ,11        ,2013      ,21.7,27.9,15.9,43,3.12,5.1,3.62,1.48,5.57,0.47,8.79,3.69,4.92,0.18,5.47,0.37
5060,7         ,11        ,2013      ,20.1,27.5,14.0,56,2.2,3.9,4.7,0.8,3.82,0.08,1.56,2.34,4.94,1.04,8.25,4.35
